,0.1_napp,0.3_napp,0.5_napp,0.7_napp,kN,0.1_kapp,0.3_kapp,0.5_kapp,0.7_kapp
58,5.096192383831861,5.2772826808690265,5.4395398252423,5.580119591970031,2.2051307399030455,0.10111027308882818,0.30897012454726913,0.5218633445811799,0.7367180188528536
59,5.087780286840284,5.254153745716478,5.4053070776956575,5.5388242152836265,2.4201282647943834,0.10101597687590305,0.30830243623296744,0.5205492397877713,0.7351948413209678
60,5.08009148594278,5.232793782006374,5.373197000096562,5.499289339960294,2.656087782946687,0.1009293011801219,0.3076710525780146,0.519241549711293,0.7335132899001341
61,5.0730661297820285,5.213100757374386,5.3431947334587155,5.46169925264955,2.9150530628251787,0.10084970215967368,0.30707685685999836,0.5179585720759708,0.7317335159011354
62,5.066648858206028,5.194971004120583,5.315255060988497,5.4261669822080725,3.1992671377973845,0.10077666059284206,0.30651992665534367,0.5167139668546314,0.7299043173469719
63,5.0607885622178355,5.178301417689858,5.289310370037319,5.392747371914888,3.5111917342151346,0.10070968396602382,0.30599972989354673,0.5155175704658311,0.7280645213237645
64,5.055438133304575,5.162991085452162,5.265277217731647,5.36144889131785,3.8535285937105312,0.10064830758241043,0.30551528419172624,0.5143761113863368,0.7262443709556557
65,5.050554210550871,5.14894245258784,5.243061660597449,5.332244010626698,4.229242874389499,0.10059209494647876,0.30506528471536004,0.5132938284202019,0.7244668511411326
66,5.046096930441163,5.136062123352364,5.222563481427764,5.305078066490607,4.641588833612782,0.10054063759956818,0.30464820585752717,0.5122729935665614,0.7227489066279832
67,5.04202968241836,5.12426137822396,5.2036795020164455,5.279876672542083,5.09413801481638,0.10049355453643602,0.3042623813230312,0.5113143503126816,0.7211025295319485
68,5.038318873786339,5.113456469894145,5.186306103804583,5.25655179336553,5.590810182512229,0.10045049133726736,0.30390606639029716,0.5104174735976271,0.7195357086196398
69,5.034933705179229,5.103568754120317,5.1703411268276485,5.235006635382629,6.135907273413176,0.10041111909366637,0.30357748588497285,0.5095810648038899,0.7180532430801767
70,5.031845957480162,5.0945246933820805,5.155685247701121,5.215139501496134,6.7341506577508286,0.10037513319433186,0.30327487039478873,0.5088031892489302,0.7166574272089583
71,5.029029791299696,5.086255771432098,5.142242948990735,5.196846781445995,7.390722033525782,0.10034225203586461,0.3029964833269445,0.5080814660835031,0.7153486201694331
72,5.026461558789439,5.078698341274464,5.129923166930072,5.180025224276905,8.111308307896872,0.1003122156911358,0.3027406404905356,0.5074132185490077,0.7141257142332506
73,5.024119627649372,5.071793428091741,5.118639688513933,5.164573618074667,8.902150854450392,0.1002847845652766,0.3025057238264358,0.5067955915660471,0.7129865144622185
74,5.021984217723285,5.065486503855982,5.108311357780658,5.150394003396943,9.770099572992256,0.1002597380769347,0.30229019061502627,0.5062256427725935,0.7119280447462706
75,5.020037248801698,5.059727244173527,5.098862136772001,5.137392508140393,10.722672220103243,0.10023687336159436,0.30209257909154646,0.5057004119226421,0.7109467908500577
76,5.018262200027726,5.05446927669905,5.090221060430998,5.125479994602638,11.768119524349991,0.100216004028278,0.30191151130833394,0.5052169730642027,0.7100389100499545
77,5.016643979522696,5.049669928832338,5.082322114153815,5.114571948929043,12.91549665014884,0.10019695896078992,0.30174569396099027,0.504772472917931,0.7092003066244155
78,5.01516880450743,5.045289977659747,5.0751040573156585,5.104589301921543,14.174741629268063,0.10017958118742998,0.3015939175798555,0.5043641583255529,0.708426862987566
79,5.013824090514797,5.041293407540541,5.06851020884653,5.095457969728359,15.556761439304722,0.10016372680549265,0.301455054618233,0.5039893949290873,0.707714445622696
80,5.012598349495614,5.037647177266127,5.062488212448639,5.087108902677287,17.07352647470692,0.10014926397063204,0.3013280567341001,0.5036456793834376,0.7070589917432343
81,5.011481096389081,5.034320996876989,5.056989788088788,5.079477938588939,18.73817422860385,0.10013607195468714,0.3012119514226768,0.5033306462133961,0.7064565565482366
82,5.010462762905501,5.03128711755519,5.051970478592932,5.0725056115595315,20.565123083486537,0.10012404025674947,0.30110583835847704,0.5030420706547499,0.7059033468572011
83,5.009534618745221,5.028520133235043,5.047389399247542,5.066136926876734,22.570197196339215,0.10011306778223879,0.30100888548038124,0.5027778686872091,0.7053957432865876
84,5.008688699287897,5.025996794703452,5.043208990051664,5.060321120117824,24.770763559917114,0.10010306207854186,0.30092032497943094,0.5025360945417561,0.7049303142747719
85,5.007917739233356,5.023695836235685,5.039394778604379,5.055011406395257,27.185882427329428,0.10009393862418497,0.3008394492888511,0.5023149368423656,0.7045038234175105
86,5.0072151119234265,5.021597703629799,5.035915151792811,5.050164727315318,29.836472402833405,0.10008562017301625,0.30076560287846765,0.502112713452247,0.7041132317581942
87,5.006574773818197,5.019684855382288,5.03274113926139,5.04574150124811,32.745491628777316,0.10007803614859846,0.3006981957149206,0.5019278655878864,0.7037556963769032
88,5.005991213611072,5.017940933820541,5.029846209207896,5.04170537928046,35.938136638046295,0.10007112208368507,0.30063667307150715,0.5017589514725378,0.703428566060907
89,5.005459405785721,5.016351106446374,5.027206076287629,5.038023011329354,39.4420605943766,0.10006481910569676,0.3005805299730496,0.5016046397011649,0.7031293751447971
90,5.004974768101721,5.014901827884917,5.024798522301532,5.034663822194912,43.287612810830616,0.1000590734619983,0.3005293032415583,0.501463702557578,0.702855835842855
91,5.004533122773565,5.013580731000246,5.022603228875708,5.031599799562673,47.50810162102798,0.10005383608410942,0.3004825683161095,0.5013350093531094,0.7026058296977007
92,5.004130660985569,5.012376526592911,5.020601621886555,5.02880529487328,52.140082879996896,0.10004906218702607,0.3004399362566679,0.5012175198953736,0.7023773985761488
93,5.003763910485435,5.0112789112624,5.018776727544219,5.026256835667148,57.223676593502205,0.10004471090156565,0.3004010509381437,0.5011102781966503,0.7021687352565138
94,5.0034297060009765,5.010278483027333,5.017113038987322,5.023932950985787,62.802914418342596,0.10004074493734588,0.3003655864499911,0.5010124064068238,0.7019781740792342
95,5.003125162211733,5.009366663351771,5.01559639339767,5.021814008864076,68.92612104349702,0.10003713027345756,0.3003332446327184,0.5009230990644252,0.7018041817171538
96,5.00284764911521,5.008535626362762,5.014213858514876,5.019882065019305,75.64633275546291,0.10003383587589089,0.30030375284113375,0.5008416176329266,0.7016453481092955
97,5.002594769484975,5.007778233440644,5.012953628041821,5.018120723155248,83.02175681319753,0.10003083343753874,0.3002768618328212,0.5007672853384036,0.70150037778526
98,5.0023643383643766,5.0070879736169385,5.011804925893689,5.016515005614833,91.11627561154896,0.10002809714159415,0.3002523438327159,0.5006994823733272,0.7013680815317294
99,5.002154364323649,5.006458908950282,5.010757917791301,5.015051234147726,100.0,0.10002560344439368,0.300229990742832,0.5006376413631483,0.7012473684914683
